name,distance,distance_mi,moving_time,elapsed_time,total_elevation_gain,elevation_gain_ft,type,start_date,trainer,manual,gear_id,average_speed,avg_speed_mph,max_speed,max_speed_mph,average_cadence,average_watts,average_heartrate,max_heartrate,max_watts,average_temp
GRB: that'll do the trick.,46106.3,28.6491266,6115,6449,201,659.44884,Ride,2017-02-01T22:06:18Z,FALSE,FALSE,b1477130,7.54,16.8665276,11.7,26.172198,63.6,229.5,158.4,172,639,1
LAFS: working back to max,0,0,1831,1831,0,0,WeightTraining,2017-02-01T00:12:48Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAFS: 738 cycling miles this month!,27358.9,17.00003231,3600,3600,0,0,Ride,2017-01-31T23:44:26Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
Evening Run,180.4,0.112095363,2911,2911,0,0,Run,2017-01-31T23:32:46Z,TRUE,FALSE,g1514293,0.062,0.13869028,1.6,3.579104,59,,140.7,170,,
GRB: like one of those fly dreams.,28534.5,17.73051628,4385,4442,66,216.53544,Ride,2017-01-31T00:21:10Z,FALSE,FALSE,b1477130,6.507,14.55576858,10.1,22.593094,82.4,150.2,124.4,140,485,1
RDB: all the way to St Pete,84236.5,52.34213443,10698,11607,324,1062.99216,Ride,2017-01-29T19:29:13Z,FALSE,FALSE,b1395475,7.874,17.61366556,11.7,26.172198,,141.5,149,165,,10
RDB: chill(y) ride.,51658.9,32.09935228,7447,8552,163,534.77692,Ride,2017-01-28T11:24:25Z,FALSE,FALSE,b1395475,6.937,15.51765278,10.2,22.816788,,101.9,124.7,141,,4
RDB: easy out. Harder back.,55388,34.4165076,7199,7253,219,718.50396,Ride,2017-01-27T13:52:04Z,FALSE,FALSE,b1395475,7.694,17.21101636,11.9,26.619586,,129.7,140.6,160,,10
RDB: some shortened 5 x 5s. And a flat.,39214.6,24.36682276,4941,5228,135,442.9134,Ride,2017-01-26T21:30:21Z,FALSE,FALSE,b1395475,7.937,17.75459278,12.5,27.96175,,143.8,150.7,172,,19
LAFL: weights - step back ,0,0,2460,2460,0,0,WeightTraining,2017-01-26T12:44:11Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAFL: warm up,500,0.310685596,200,200,0,0,Rowing,2017-01-26T09:04:28Z,FALSE,TRUE,,2.5,5.59235,0,0,,,,,,
LAFS: some all in intervals.,27841.7,17.30003032,3660,3660,0,0,Ride,2017-01-25T00:24:31Z,FALSE,TRUE,b534975,7.607,17.01640258,0,0,,,,,,
"GRB: bit by a dog, and the wind.",65226.8,40.53005448,9371,10379,151,495.40684,Ride,2017-01-22T16:16:46Z,FALSE,FALSE,b1477130,6.96,15.5691024,10.2,22.816788,86.5,192.4,144.8,165,617,4
"GRB: whoa, wind.",60844,37.80670882,9098,9642,380,1246.7192,Ride,2017-01-21T17:09:37Z,FALSE,FALSE,b1477130,6.688,14.96065472,11.2,25.053728,80.6,205.5,157.1,172,548,14
GRB: for the love of the game.,41113.2,25.5465581,5909,6076,108,354.33072,Ride,2017-01-21T00:37:15Z,FALSE,FALSE,b1477130,6.958,15.56462852,10.2,22.816788,83.9,184.3,136.4,152,591,3
GRB: hour of power.,31111.4,19.33172771,3991,4049,68,223.09712,Ride,2017-01-19T12:35:29Z,FALSE,FALSE,b1477130,7.795,17.4369473,10.8,24.158952,76.9,237.4,165.3,179,513,1
LAFS: post lift easy spin,1609.4,1.000034797,300,300,0,0,Ride,2017-01-19T02:38:41Z,FALSE,TRUE,b1395475,5.365,12.0011831,0,0,,,,,,
LAFS: Max #5,0,0,2520,2520,0,0,WeightTraining,2017-01-19T02:01:16Z,FALSE,TRUE,,0,0,0,0,,,,,,
"GRB: easy spin, except in the HW",50933.2,31.64842321,7146,7230,306,1003.93704,Ride,2017-01-17T11:07:36Z,FALSE,FALSE,b1477130,7.128,15.94490832,10.5,23.48787,86.1,195.8,139.3,160,515,1
CRB: ride home from lunch.,4930.7,3.063794938,1291,1399,0,0,Ride,2017-01-15T20:21:11Z,FALSE,FALSE,b3365885,3.819,8.54287386,7.4,16.553356,,77.1,,,,
CRB: to Nauti-Nancy's,4857.9,3.018559115,1237,1264,0,0,Ride,2017-01-15T17:28:45Z,FALSE,FALSE,b3365885,3.927,8.78446338,6,13.42164,,79,,,,
"RDB: Suncoast, then Motley Crue",80727.7,50.1618672,9323,11299,156,511.81104,Ride,2017-01-15T13:06:51Z,FALSE,FALSE,b1395475,8.659,19.36966346,13.4,29.974996,,177.8,138.7,172,,17
RDB: Suncoast Crue,80587.2,50.07456454,10584,12970,205,672.5722,Ride,2017-01-14T12:57:09Z,FALSE,FALSE,b1395475,7.614,17.03206116,13.6,30.422384,,125.7,136,180,,17
RDB: mmmkkkaaayy-dence ,32347.7,20.09992892,4031,4295,90,295.2756,Ride,2017-01-13T22:02:46Z,FALSE,FALSE,b1395475,8.025,17.9514435,11.6,25.948504,,138.4,150.4,168,,18
"LAFD: Max #4, closing in on max.",0,0,2520,2520,0,0,WeightTraining,2017-01-13T17:11:58Z,FALSE,TRUE,,0,0,0,0,,,,,,
GRB: some power tests and serious wind.,29703.6,18.45696135,4201,4227,84,275.59056,Ride,2017-01-11T22:31:58Z,FALSE,FALSE,b1477130,7.071,15.81740274,12.9,28.856526,71.1,213.8,151.1,176,867,8
LAFS: spin,25749.6,16.00005965,3300,3300,0,0,Ride,2017-01-11T12:02:08Z,FALSE,TRUE,b534975,7.803,17.45484282,0,0,,,,,,
LAFS: warm up,500,0.310685596,150,150,0,0,Rowing,2017-01-11T01:41:42Z,FALSE,TRUE,,3.333,7.45572102,0,0,,,,,,
LAFS: swim!,804.7,0.500017398,838,838,0,0,Swim,2017-01-11T01:31:37Z,FALSE,TRUE,,0.96,2.1474624,0,0,,,,,,
LAFS: Max #3,0,0,1920,1920,0,0,WeightTraining,2017-01-11T01:12:52Z,FALSE,TRUE,,0,0,0,0,,,,,,
GRB: 5 x 5 near 300W,29497,18.32858606,4152,4204,104,341.20736,Ride,2017-01-09T23:43:56Z,FALSE,FALSE,b1477130,7.104,15.89122176,12.4,27.738056,70.1,193.4,147.9,175,549,0
RDB: brr. The GPS wouldn't sync.,49728.8,30.90004374,6452,6452,0,0,Ride,2017-01-08T16:48:34Z,FALSE,TRUE,b1395475,7.708,17.24233352,0,0,,,,,,
LAFPH: swim for no particular reason.,804.7,0.500017398,840,840,0,0,Swim,2017-01-07T15:30:00Z,FALSE,TRUE,,0.958,2.14298852,0,0,,,,,,
"LAFPH: obnoxious spin class, good instructor.",38624.3,24.00002734,5100,5100,0,0,Ride,2017-01-07T14:00:06Z,FALSE,TRUE,b1395475,7.573,16.94034662,0,0,,,,,,
Max #2,0,0,2100,2100,0,0,WeightTraining,2017-01-06T21:53:27Z,FALSE,TRUE,,0,0,0,0,,,,,,
RDB: pushed a few more watts.,66770,41.48895451,8365,8482,257,843.17588,Ride,2017-01-06T12:37:39Z,FALSE,FALSE,b1395475,7.982,17.85525508,13.7,30.646078,,144.2,151.1,166,,10
RDB: post flat + ride with Jill,27112.2,16.84674004,4440,4679,44,144.35696,Ride,2017-01-05T18:23:13Z,FALSE,FALSE,b1395475,6.106,13.65875564,13.8,30.869772,,79.5,134,166,,20
RDB: To Courtney Campbell,30601.3,19.01476627,3509,4182,75,246.063,Ride,2017-01-05T16:34:07Z,FALSE,FALSE,b1395475,8.721,19.50835374,12.2,27.290668,,180.9,162.7,176,,17
LAFD: warm up,500,0.310685596,130,130,0,0,Rowing,2017-01-04T01:36:36Z,FALSE,TRUE,,3.846,8.60327124,0,0,,,,,,
LAFD: Max #1,0,0,1511,1511,0,0,WeightTraining,2017-01-04T01:14:04Z,FALSE,TRUE,,0,0,0,0,,,,,,
RDB: intervals. HOT,25977.2,16.14148373,3719,3754,135,442.9134,Ride,2017-01-03T17:00:49Z,FALSE,FALSE,b1395475,6.985,15.6250259,14.2,31.764548,,124.6,145.6,175,,23
"RDB: that was a bit harder than ""recovery.""",65203.8,40.51576294,8029,8604,236,774.27824,Ride,2017-01-02T13:21:49Z,FALSE,FALSE,b1395475,8.121,18.16618974,11.9,26.619586,,149.9,135.9,149,,18
LAFL: spin + hot tub = brunch. #goodmath,30577.6,19.00003977,3900,3900,0,0,Ride,2017-01-01T14:38:40Z,FALSE,TRUE,b2468160,7.84,17.5376096,0,0,,,,,,
Dunedin: walk about with Jill,13357.6,8.300027837,10260,10260,0,0,Walk,2016-12-31T20:19:13Z,FALSE,TRUE,g1514293,1.302,2.91249588,0,0,,,,,,
RDB: Suncoast Crue NYE,88420.8,54.94213791,11434,13884,149,488.84516,Ride,2016-12-31T12:42:45Z,FALSE,FALSE,b1395475,7.733,17.29825702,13.6,30.422384,,128.2,,,,7
LAFL: MT #5,0,0,3372,3372,0,0,WeightTraining,2016-12-30T23:51:41Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAFL: w/u,500,0.310685596,152,152,0,0,Rowing,2016-12-30T23:45:33Z,FALSE,TRUE,,3.289,7.35729566,0,0,,,,,,
RDB: Starkey with Rick,48463.6,30.11388491,6357,6600,53,173.88452,Ride,2016-12-30T12:59:20Z,FALSE,FALSE,b1395475,7.624,17.05443056,10.5,23.48787,,118,141.5,155,,4
RDB: easy spin towards Tampa wJill,32388.6,20.125343,6334,6460,74,242.78216,Ride,2016-12-29T17:28:50Z,FALSE,FALSE,b1395475,5.113,11.43747422,10,22.3694,,56.7,108.5,137,,21
"VPG: MT #4, skipped abs.",0,0,2231,2231,0,0,WeightTraining,2016-12-29T04:18:57Z,FALSE,TRUE,,0,0,0,0,,,,,,
RDB: Summertime!,30678.6,19.06279826,3545,3678,39,127.95276,Ride,2016-12-27T19:14:01Z,FALSE,FALSE,b1395475,8.654,19.35847876,13.2,29.527608,,163.6,156.1,172,,20
RDB: 10 x bridges.,32996.8,20.50326096,4677,4677,212,695.53808,Ride,2016-12-27T11:04:13Z,FALSE,FALSE,b1395475,7.055,15.7816117,13.9,31.093466,,124.1,138.9,165,,15
Candlewood: MT #3,0,0,2521,2521,0,0,WeightTraining,2016-12-24T20:06:56Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAFW - long spin. Registered for a 240 mile bike race. ????,35405.6,22.00001988,4800,4800,0,0,Ride,2016-12-23T14:49:00Z,FALSE,TRUE,b534975,7.376,16.49966944,0,0,,,,,,
GRB: some colder weather riding. Easy spin.,28598.1,17.77003549,4154,4186,60,196.8504,Ride,2016-12-22T13:19:19Z,FALSE,FALSE,b1477130,6.884,15.39909496,10,22.3694,86.5,177.8,148,163,494,-1
LAFS- MT #2,0,0,2659,2659,0,0,WeightTraining,2016-12-22T02:26:35Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAFS- form spin,27358.9,17.00003231,3600,3600,0,0,Ride,2016-12-21T15:26:08Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
RDB: some tempo.,34775.4,21.60843176,3854,4068,104,341.20736,Ride,2016-12-19T16:34:45Z,FALSE,FALSE,b1395475,9.023,20.18390962,11.4,25.501116,,184.4,148.9,171,,22
"RDB: a bit disorganized, but fun as hell.",67872.6,42.17407838,8002,10302,175,574.147,Ride,2016-12-18T13:09:11Z,FALSE,FALSE,b1395475,8.482,18.97372508,13.5,30.19869,,170.9,145.5,178,,19
RDB: Suncoast long route,81203.1,50.45726706,10635,13533,218,715.22312,Ride,2016-12-17T12:58:15Z,FALSE,FALSE,b1395475,7.635,17.0790369,14.1,31.540854,,128,141.3,177,,19
LAFD- Max Transition #1,0,0,2618,2618,0,0,WeightTraining,2016-12-16T18:30:42Z,FALSE,TRUE,,0,0,0,0,,,,,,
Afternoon Activity,1000,0.621371192,281,281,0,0,Rowing,2016-12-16T18:24:29Z,FALSE,TRUE,,3.559,7.96126946,0,0,,,,,,
LAF: morning spin class,30577.6,19.00003977,3900,3900,0,0,Ride,2016-12-16T10:40:00Z,FALSE,TRUE,b534975,7.84,17.5376096,0,0,,,,,,
LAFS: short swim,482.8,0.299998012,459,459,0,0,Swim,2016-12-15T01:53:51Z,FALSE,TRUE,,1.052,2.35326088,0,0,,,,,,
LAF: spin class - some 2:00/1:00 easy-ish repeats.,27358.9,17.00003231,3600,3600,0,0,Ride,2016-12-14T23:15:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
LAFS: AA #12 and done!,0,0,3480,3480,0,0,WeightTraining,2016-12-14T00:32:50Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: spin!,13679.5,8.500047224,1800,1800,0,0,Ride,2016-12-14T00:21:15Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
RDB: to Tarpon Springs wJill.,36045.6,22.39769745,6359,7203,86,282.15224,Ride,2016-12-11T17:10:41Z,FALSE,FALSE,b1395475,5.668,12.67897592,9.3,20.803542,,67.4,119.3,139,,18
RDB: first Sunday wSuncoast,70232.4,43.64039012,8087,9700,269,882.54596,Ride,2016-12-11T13:11:05Z,FALSE,FALSE,b1395475,8.685,19.4278239,16.3,36.462122,,182.4,148.5,174,,12
RDB: to Tampa,57188.6,35.53534856,7222,7544,252,826.77168,Ride,2016-12-10T16:11:31Z,FALSE,FALSE,b1395475,7.919,17.71432786,12.3,27.514362,,144.8,151.2,162,,14
RDB: some causeway repeats,38704.1,24.04961276,5834,5979,250,820.21,Ride,2016-12-10T00:00:17Z,FALSE,FALSE,b1395475,6.634,14.83985996,17.4,38.922756,,113.8,141.7,167,,7
LAF: w/u,500,0.310685596,135,135,0,0,Rowing,2016-12-09T17:47:06Z,FALSE,TRUE,,3.704,8.28562576,0,0,,,,,,
LAF: AA #11,0,0,3420,3420,0,0,WeightTraining,2016-12-09T17:05:52Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAFS - AA #10 - oh man.,0,0,3360,3360,0,0,WeightTraining,2016-12-08T03:51:25Z,FALSE,TRUE,,0,0,0,0,,,,,,
"LAFS: spin, spun, done. 144W @ 95 RPM.",27358.9,17.00003231,3600,3600,0,0,Ride,2016-12-07T23:47:56Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
GRB: cold power play.,32864.8,20.42123996,4382,4409,192,629.92128,Ride,2016-12-05T22:59:13Z,FALSE,FALSE,b1477130,7.5,16.77705,12.8,28.632832,85.7,200.5,153.1,171,789,0
Peloton: easy-ish spin.,20921.5,13.0000174,2700,2700,0,0,Ride,2016-12-04T17:27:59Z,FALSE,TRUE,b2468160,7.749,17.33404806,0,0,,,,,,
PF: AA #9. Swolled.,0,0,3840,3840,0,0,WeightTraining,2016-12-04T13:29:19Z,FALSE,TRUE,,0,0,0,0,,,,,,
PF: w/u,1126.5,0.699974648,300,300,0,0,Elliptical,2016-12-04T13:12:39Z,FALSE,TRUE,,3.755,8.3997097,0,0,,,,,,
CXB: 30:00 test - power on!,26907.2,16.71935894,3559,3719,42,137.79528,Ride,2016-12-03T19:34:30Z,FALSE,FALSE,b1477130,7.56,16.9112664,11.2,25.053728,81.9,220,162.6,179,585,0
CXB: rainy easy spinning ,25591.6,15.901883,3666,3685,75,246.063,Ride,2016-12-02T13:57:14Z,FALSE,FALSE,b1477130,6.981,15.61607814,10.3,23.040482,,185.2,150.7,167,,0
CXB: first go with Lezyne GPS.,8499,5.281033763,1072,1072,149,488.84516,Ride,2016-12-02T01:56:07Z,FALSE,FALSE,b1477130,7.928,17.73446032,11.9,26.619586,,309.4,157.1,171,,3
LAF: short swim,1287.5,0.80001541,1192,1192,0,0,Swim,2016-12-01T13:40:58Z,FALSE,TRUE,,1.08,2.4158952,0,0,,,,,,
LAF: AA #8,0,0,3602,3602,0,0,WeightTraining,2016-12-01T00:57:34Z,FALSE,TRUE,,0,0,0,0,,,,,,
"GRB: brr, but isn't that power meter lovely?",17736.7,11.02107443,2226,2306,12.2,40.026248,Ride,2016-11-30T10:59:17Z,FALSE,FALSE,b1477130,7.968,17.82393792,10.6,23.711564,58.9,221.8,,,,
LAF: AA #7,0,0,3420,3420,0,0,WeightTraining,2016-11-28T11:05:51Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: w/u,500,0.310685596,143,143,0,0,Rowing,2016-11-28T11:00:44Z,FALSE,TRUE,,3.497,7.82257918,0,0,,,,,,
LAF: swim sets,1609.4,1.000034797,1835,1835,0,0,Swim,2016-11-27T14:32:55Z,FALSE,TRUE,,0.877,1.96179638,0,0,,,,,,
RDB: Suncoast Saturday Spin!,64474.3,40.06247266,8587,10849,0,0,Ride,2016-11-26T13:04:56Z,FALSE,FALSE,b1395475,7.508,16.79494552,12,26.84328,59.7,113.9,,,,
LAF: warmup,1000,0.621371192,276,276,0,0,Rowing,2016-11-25T15:53:57Z,FALSE,TRUE,,3.623,8.10443362,0,0,,,,,,
LAF: AA #6. Stronger.,0,0,2280,2280,0,0,WeightTraining,2016-11-25T15:21:35Z,FALSE,TRUE,,0,0,0,0,,,,,,
CRB: ride home!,10132.5,6.296043605,2276,2424,10.8,35.433072,Ride,2016-11-24T21:18:09Z,FALSE,FALSE,b3365885,4.452,9.95885688,11.3,25.277422,,96.3,,,,
CRB: to Clearwater Beach!,9375,5.825354927,2280,2612,10,32.8084,Ride,2016-11-24T16:30:01Z,FALSE,FALSE,b3365885,4.112,9.19829728,6.9,15.434886,,87.1,,,,
LAF: sweat spin,27358.9,17.00003231,3600,3600,0,0,Ride,2016-11-23T10:51:25Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
RDB: that's a cool 63 degrees.,40368.8,25.08400939,4877,5001,0,0,Ride,2016-11-22T22:49:34Z,FALSE,FALSE,b1395475,8.277,18.51515238,11,24.60634,58.7,149.6,,,,
A.A. #5. Ouch.,0,0,1800,1800,0,0,WeightTraining,2016-11-21T12:47:16Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: spin class,27358.9,17.00003231,3600,3600,0,0,Ride,2016-11-21T10:45:00Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
LAF: some swimming to complete the week.,900,0.559234073,1038,1038,0,0,Swim,2016-11-20T15:29:23Z,FALSE,TRUE,,0.867,1.93942698,0,0,,,,,,
"LAF: spin with Jill, must be Sunday",16093.5,10.00003728,2400,2400,0,0,Ride,2016-11-20T14:15:00Z,FALSE,TRUE,b534975,6.706,15.00091964,0,0,,,,,,
RDB: solid ride with the Suncoast crue.,81771,50.81014376,10511,12591,0,0,Ride,2016-11-19T13:10:37Z,FALSE,FALSE,b1395475,7.78,17.4033932,13.3,29.751302,58.4,128.8,,,,
RDB: PT North and then to Clearwater,38914.6,24.1804114,5206,5206,11,36.08924,Ride,2016-11-18T23:37:22Z,FALSE,FALSE,b1395475,7.475,16.7211265,13.6,30.422384,58.8,117.6,,,,
"VPC: A.A. #4. Dumb...bells. More total weight, less total time.",0,0,1500,1500,0,0,WeightTraining,2016-11-18T18:10:18Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: semi work.,32186.9,20.00001243,4200,4200,0,0,Ride,2016-11-16T23:46:10Z,FALSE,TRUE,b534975,7.664,17.14390816,0,0,,,,,,
LAF: A.A. #3. More reps.,0,0,1920,1920,0,0,WeightTraining,2016-11-16T12:57:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: A.A. #2,0,0,1260,1260,0,0,WeightTraining,2016-11-14T12:29:07Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: short post spin swim.,321.9,0.200019387,390,390,0,0,Swim,2016-11-13T15:25:56Z,FALSE,TRUE,,0.825,1.8454755,0,0,,,,,,
LAF: easy short spin class with Jill.,19312.2,12.00004474,2700,2700,0,0,Ride,2016-11-13T14:45:55Z,FALSE,TRUE,b534975,7.153,16.00083182,0,0,,,,,,
RDB: first ride with Suncoast Cycling Club. Fun ride.,64423.8,40.03109341,8855,11372,0,0,Ride,2016-11-12T13:03:29Z,FALSE,FALSE,b1395475,7.275,16.2737385,13,29.08022,57.4,110.6,,,,
LAF: anatomical adaptation. How fancy.,0,0,1320,1320,0,0,WeightTraining,2016-11-11T14:22:05Z,FALSE,TRUE,,0,0,0,0,,,,,,
LAF: warm up,500,0.310685596,142,142,0,0,Rowing,2016-11-11T14:14:34Z,FALSE,TRUE,,3.521,7.87626574,0,0,,,,,,
LAF: swim time!,1300,0.80778255,1620,1620,0,0,Swim,2016-11-11T01:37:01Z,FALSE,TRUE,,0.802,1.79402588,0,0,,,,,,
LAF: spin class with Jill,33796.3,21.00004722,4800,4800,0,0,Ride,2016-11-10T14:15:29Z,FALSE,TRUE,b534975,7.041,15.75029454,0,0,,,,,,
RDB: first snowbird ride - on the Pinellas.,48410.1,30.08064155,5624,6142,0,0,Ride,2016-11-09T12:50:39Z,FALSE,FALSE,b1395475,8.608,19.25557952,12.1,27.066974,58.5,164,,,,
CRB: to Honeymoon Island Beach,10943.6,6.800037779,2460,2460,0,0,Ride,2016-11-08T21:55:24Z,FALSE,TRUE,b3365885,4.449,9.95214606,0,0,,,,,,
CRB: from Honeymoon Island Beach,10917.8,6.784006403,2322,2366,0,0,Ride,2016-11-08T21:52:58Z,FALSE,FALSE,b3365885,4.702,10.51809188,7.4,16.553356,,99.7,,,,
LAF: shoulder muscle feeling better.,1609.4,1.000034797,1613,1613,0,0,Swim,2016-11-08T17:04:24Z,FALSE,TRUE,,0.998,2.23246612,0,0,,,,,,
LAF: more spin fun.,32186.9,20.00001243,4380,4380,0,0,Ride,2016-11-07T11:51:18Z,FALSE,TRUE,b534975,7.349,16.43927206,0,0,,,,,,
"LAF: short swim, kick, pull.",482.8,0.299998012,688,688,0,0,Swim,2016-11-06T15:56:00Z,FALSE,TRUE,,0.702,1.57033188,0,0,,,,,,
LAF: spin with Jill. It's been too long.,36210.3,22.50003728,4800,4800,0,0,Ride,2016-11-06T14:45:33Z,FALSE,TRUE,b534975,7.544,16.87547536,0,0,,,,,,
LAF: sore shoulder muscles,804.7,0.500017398,927,927,0,0,Swim,2016-11-03T11:56:14Z,FALSE,TRUE,,0.868,1.94166392,0,0,,,,,,
LAF: quick and easy(ish).,13679.5,8.500047224,1800,1800,0,0,Ride,2016-11-03T10:45:46Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
LAF: short sets,1200,0.745645431,1693,1693,0,0,Swim,2016-11-01T10:46:54Z,FALSE,TRUE,,0.709,1.58599046,0,0,,,,,,
Peloton: #100,24140.2,15.00002485,3300,3300,0,0,Ride,2016-10-31T11:58:30Z,FALSE,TRUE,b2468160,7.315,16.3632161,0,0,,,,,,
Peloton: 99th Pton ride.,22530.9,14.0000522,3000,3000,0,0,Ride,2016-10-29T10:38:32Z,FALSE,TRUE,b2468160,7.51,16.7994194,0,0,,,,,,
"Peloton: 90:00 PR, mid HR",45061.7,28.00004225,5820,5820,0,0,Ride,2016-10-28T09:36:43Z,FALSE,TRUE,b2468160,7.743,17.32062642,0,0,,,,,,
"LAF: long swim, long workout, most time.",2800,1.739839338,3060,3060,0,0,Swim,2016-10-27T00:22:08Z,FALSE,TRUE,,0.915,2.0468001,0,0,,,,,,
LAF: base! How low can you go?,25749.6,16.00005965,3600,3600,0,0,Ride,2016-10-25T22:28:43Z,FALSE,TRUE,b534975,7.153,16.00083182,0,0,,,,,,
"Peloton: 200W, 100 RPM, 44%",19312.2,12.00004474,2700,2700,0,0,Ride,2016-10-25T10:45:58Z,FALSE,TRUE,b2468160,7.153,16.00083182,0,0,,,,,,
Peloton: 15 + 30 to get 3 for the week.,20921.5,13.0000174,2700,2700,0,0,Ride,2016-10-23T23:36:05Z,FALSE,TRUE,b2468160,7.749,17.33404806,0,0,,,,,,
PF: weights.,0,0,1500,1500,0,0,WeightTraining,2016-10-23T15:12:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
Peloton: back in the saddle again.,27358.9,17.00003231,3000,3000,0,0,Ride,2016-10-23T13:40:40Z,FALSE,TRUE,b2468160,9.12,20.4008928,0,0,,,,,,
Morning Run,138.7,0.086184184,28,136,0,0,Run,2016-10-22T14:03:56Z,FALSE,FALSE,g1514293,4.954,11.08180076,9.1,20.356154,59,,,,,
LAF: long swim,2414,1.499990058,2520,2520,0,0,Swim,2016-10-21T10:37:45Z,FALSE,TRUE,,0.958,2.14298852,0,0,,,,,,
LAF: taper spin.,11265.4,6.999995029,1800,1800,0,0,Ride,2016-10-20T23:20:03Z,FALSE,TRUE,b534975,6.259,14.00100746,0,0,,,,,,
LAF: taper spin,33796.3,21.00004722,4680,4680,0,0,Ride,2016-10-19T11:00:09Z,FALSE,TRUE,b534975,7.221,16.15294374,0,0,,,,,,
LTF: memories of LTF,1800,1.118468146,1968,1968,0,0,Swim,2016-10-18T01:27:09Z,FALSE,TRUE,,0.915,2.0468001,0,0,,,,,,
"Peloton: 30 HIIT, 30 QUIT.",30577.6,19.00003977,3900,3900,0,0,Ride,2016-10-16T13:45:16Z,FALSE,TRUE,b2468160,7.84,17.5376096,0,0,,,,,,
GRB: little bit of Lowell.,60699.6,37.71698282,8035,8549,397.6,1304.461984,Ride,2016-10-15T17:16:23Z,FALSE,FALSE,b1477130,7.554,16.89784476,15.6,34.896264,59.5,224.6,,,,
LAF: decent spin class on garbage spin bikes.,27358.9,17.00003231,3600,3600,0,0,Ride,2016-10-14T12:27:53Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
The W - power sets,27358.9,17.00003231,3600,3600,0,0,Ride,2016-10-14T02:41:17Z,FALSE,TRUE,b521467,7.6,17.000744,0,0,,,,,,
"LAF: sets, even one with some fly. ",1627.6,1.011343752,1788,1788,0,0,Swim,2016-10-12T21:00:00Z,FALSE,TRUE,,0.91,2.0356154,0,0,,,,,,
LAF: quick swim,200,0.124274238,240,240,0,0,Swim,2016-10-12T02:23:16Z,FALSE,TRUE,,0.833,1.86337102,0,0,,,,,,
LAF: IT'S JILL!,27358.9,17.00003231,3600,3600,0,0,Ride,2016-10-12T00:51:53Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
"Peloton: pretty intense ""moderate"" ride",28968.2,18.00000497,3600,3600,0,0,Ride,2016-10-10T18:31:21Z,FALSE,TRUE,b2468160,8.047,18.00065618,0,0,,,,,,
Peloton: RBX recovery w/weights.,17702.8,11.00000994,2700,2700,0,0,Ride,2016-10-09T23:53:33Z,FALSE,TRUE,b2468160,6.557,14.66761558,0,0,,,,,,
GRB: founders Gran Fondo,58047,36.0687336,7634,7634,519,1702.75596,Ride,2016-10-08T15:55:01Z,FALSE,FALSE,b1477130,7.604,17.00969176,16.2,36.238428,58.8,247,,,,
"Peloton: 15:00 PR attempt (and crushed said PR). Roubaix warm up. 299W avg, 265kj.",8046.7,4.999987573,900,900,0,0,Ride,2016-10-08T02:30:41Z,FALSE,TRUE,b2468160,8.941,20.00048054,0,0,,,,,,
Peloton - took the class I attended.,17702.8,11.00000994,2700,2700,0,0,Ride,2016-10-08T01:32:34Z,FALSE,TRUE,b2468160,6.557,14.66761558,0,0,,,,,,
LAF: easy spin....,11265.4,6.999995029,1800,1800,0,0,Ride,2016-10-06T23:13:59Z,FALSE,TRUE,b534975,6.259,14.00100746,0,0,,,,,,
"LAF: longest swim, longest week, 25 yd fly!",2092.2,1.300032808,2428,2428,0,0,Swim,2016-10-06T22:38:10Z,FALSE,TRUE,,0.862,1.92824228,0,0,,,,,,
"LAF: timed swim (72 laps), then BUTTERFLY for fun. ",1609.4,1.000034797,1788,1788,0,0,Swim,2016-10-06T02:46:55Z,FALSE,TRUE,,0.9,2.013246,0,0,,,,,,
Peloton - AT PELOTON!,22530.9,14.0000522,2700,2700,0,0,Ride,2016-10-05T11:23:58Z,FALSE,TRUE,b2468160,8.345,18.6672643,0,0,,,,,,
"LAF: spin class - I'm not a swine, instructor.",40233.7,25.00006214,5400,5400,0,0,Ride,2016-10-02T12:43:33Z,FALSE,TRUE,b534975,7.451,16.66743994,0,0,,,,,,
